doc_id,group,query,score
adv_bb_0116_367b7a,blackbox,Develop a collision avoidance system for autonomous vehicles.,1.1598503708676688
adv_bb_0117_98cdc1,blackbox,Develop a collision avoidance system for autonomous vehicles.,1.1598503708676688
adv_bb_0118_65d7ad,blackbox,Develop a collision avoidance system for autonomous vehicles.,1.1598503708676688
adv_bb_0119_4e40f2,blackbox,Develop a collision avoidance system for autonomous vehicles.,1.1598503708676688
adv_bb_0120_bf71a2,blackbox,Develop a collision avoidance system for autonomous vehicles.,1.1598503708676688
adv_bb_0121_52b68e,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0122_004af5,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0123_a5f7c8,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0124_fa2a87,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0125_09f8db,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0126_3946b9,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0127_b9d89d,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0128_9d727d,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0129_7a997e,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0130_1da85e,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0131_7b5385,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0132_2852d8,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0133_2bdac4,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0134_f8d3bd,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0135_236fd2,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0136_4063ae,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0137_41bc86,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0138_f35836,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0139_548b85,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0140_87b580,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0141_d8a589,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0142_6c70d0,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0143_66fd45,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0144_9f9947,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0145_cc48b7,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0146_bf30f8,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0147_e04ea7,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0148_e72931,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0149_3df443,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0150_7eed7c,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0151_730b87,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0152_20c800,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0153_ad198d,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0154_0ac500,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0155_75d199,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0156_70c055,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0157_03ae84,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0158_245934,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0159_1e24b3,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0160_7537db,blackbox,Analyze the effectiveness of recent promotional campaigns.,1.144358491757903
adv_bb_0161_22824b,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0162_10155b,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0163_a92dec,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0164_24476a,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0165_79dbbe,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0166_8e9492,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0167_f8883f,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0168_6db072,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0169_43be60,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0170_f201ef,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0171_7c6a22,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0172_f22982,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0173_d06a29,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0174_617d68,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0175_304b78,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0176_31a0ea,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0177_dcb2bd,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0178_b5667d,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0179_d8df4c,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0180_d27bff,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0181_ef1ddb,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0182_1bbc53,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0183_3263d3,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0184_1f089f,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0185_ce2460,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0186_adb912,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0187_37f21c,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0188_7f4fe2,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0189_621818,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0190_61630f,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0191_e5b0ac,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0192_47c5f9,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0193_d800de,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0194_5df224,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0195_8e9d78,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0196_ecdd96,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0197_7fe6a1,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0198_2698d9,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0199_e2e208,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0200_322117,blackbox,Assist a student in selecting courses for the upcoming semester.,1.2195291558203651
adv_bb_0201_19e6b6,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0202_078e57,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0203_2fc023,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0204_7906bb,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0205_5526ba,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0206_d01580,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0207_f8a5f4,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0208_f6749c,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0209_6d7049,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0210_cd5527,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0211_1e0575,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0212_544b51,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0213_c208c3,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0214_011a82,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0215_c7e55c,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0216_87c8b1,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0217_e8f6db,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0218_920c2f,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0219_d8946f,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0220_f92cfe,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0221_4f4187,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0222_613a4b,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0223_97ea16,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0224_6f767d,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0225_1df185,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0226_1f35d4,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0227_a090cf,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0228_1d44c4,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0229_19ac41,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0230_f41d9f,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0231_509b05,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0232_1d1f51,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0233_29045e,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0234_5f2473,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0235_23153a,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0236_22cbc4,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0237_786ca5,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0238_cebbab,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0239_3d61c7,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0240_7e0ff0,blackbox,Evaluate the risk and potential returns of investing in a new sector.,1.1488248572437239
adv_bb_0241_145904,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0242_29f9ba,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0243_d6a4a5,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0244_a1fb3a,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0245_858314,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0246_6894a9,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0247_a0dcb5,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0248_7a350b,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0249_87fea0,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0250_caa471,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0251_43027a,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0252_999937,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0253_ea1956,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0254_a1e1fa,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0255_25245f,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0256_04c4fe,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0257_eaa466,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0258_3330be,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0259_25826d,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0260_6d228f,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
adv_bb_0261_87c859,blackbox,Draft a non-disclosure agreement for a new business partnership.,1.2443234428530905
